"ABN","Charity_Legal_Name","Other_Organisation_Names","Address_Type","Address_Line_1","Address_Line_2","Address_Line_3","Town_City","State","Postcode","Country","Charity_Website","Registration_Date","Date_Organisation_Established","Charity_Size","Number_of_Responsible_Persons","Financial_Year_End","Operates_in_ACT","Operates_in_NSW","Operates_in_NT","Operates_in_QLD","Operates_in_SA","Operates_in_TAS","Operates_in_VIC","Operates_in_WA","Operating_Countries","PBI","HPC","Preventing_or_relieving_suffering_of_animals","Advancing_Culture","Advancing_Education","Advancing_Health","Promote_or_oppose_a_change_to_law__government_poll_or_prac","Advancing_natual_environment","Promoting_or_protecting_human_rights","Purposes_beneficial_to_ther_general_public_and_other_analogous","Promoting_reconciliation__mutual_respect_and_tolerance","Advancing_Religion","Advancing_social_or_public_welfare","Advancing_security_or_safety_of_Australia_or_Australian_public","Aboriginal_or_TSI","Adults","Aged_Persons","Children","Communities_Overseas","Early_Childhood","Ethnic_Groups","Families","Females","Financially_Disadvantaged","Gay_Lesbian_Bisexual","General_Community_in_Australia","Males","Migrants_Refugees_or_Asylum_Seekers","Other_Beneficiaries","Other_Charities","People_at_risk_of_homelessness","People_with_Chronic_Illness","People_with_Disabilities","Pre_Post_Release_Offenders","Rural_Regional_Remote_Communities","Unemployed_Person","Veterans_or_their_families","Victims_of_crime","Victims_of_Disasters","Youth","Income","Person 1","Person 2","Person 3","Person 4","Person 5","Person 6","Person 7","Person 8","Person 9","Person 10","Person 11","Person 12","Person 13","Person 14","Person 15","Person 16","Person 17","Person 18","Person 19","Person 20","Person 21","Person 22","Person 23","Person 24","Person 25","Person 26","Person 27","Person 28","Person 29","Person 30"
11000047950,"Sydney Missionary & Bible College",,"Business","43 Badminton Rd",,,"Croydon","New South Wales",2132,"Australia","www.smbc.edu.au","03/12/2012",,"Large",11,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,"Y",,,,"Y",,,"Y",,"Y",,,,,"Y",,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000073870,"Integricare",,"Business","Suite 8, Level 1,","1-17 Elsie Street",,"Burwood","New South Wales",2134,"Australia","http://www.integricare.org.au","03/12/2012","31/12/1881","Large",6,"30-Jun",,"Y",,,,,,,,,,,,,,,,,"Y",,,"Y",,"Y",,,,,"Y","Y","Y","Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000761571,"Australian Missionary Tidings",,"Business","35 Miriam St",,,"Holland Park West","Queensland",4121,"Australia","amtglobal.com.au","03/12/2012","31/12/1909","Large",10,"31-Dec",,,,"Y",,,,,"BRA, COL, ESP, FJI, FRA, IND, ITA, MEX, NLD, PHL, PNG, PRT, UGA, ZAF, ZMB",,,,,,,,,,,,"Y",,,,,,,"Y",,"Y",,,,,,,,,,,,,,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001241005,"Wangarang Industries Limited",,"Business",,,,,,,,"https://www.wangarang.com.au/","03/12/2012","01/01/1975","Large",10,"30-Jun",,"Y",,,,,,,,"Y",,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001794396,"Bethel Christian School Limited",,"Business","106-114 Mount Druitt Road",,,"Mount Druitt","NSW",2770,"Australia","www.bethel.nsw.edu.au","03/12/2012","01/01/1979","Large",8,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001832828,"Pacific Hills Christian Education Limited",,"Business","Pacific Hills School",,,"Dural","New South Wales",2158,"Australia","www.pacifichills.net","03/12/2012","01/01/1979","Large",11,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002595422,"Chrysalis School For Rudolf Steiner Education Ltd",,"Business","703 Darkwood Rd",,,"Darkwood","New South Wales",2454,"Australia","www.chrysalis.nsw.edu.au","03/12/2012","01/01/1983","Large",9,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003362481,"Lasercraft Australia Ltd",,"Business","3 Jusfrute Dr",,,"West Gosford","New South Wales",2250,"Australia","www.lasercraft.com.au","03/12/2012","01/01/1988","Large",11,"30-Jun",,"Y",,,,,,,,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004857827,"Austin Medical Research Foundation",,"Business",,,,,,,,"http://www.austinmrf.org.au","03/12/2012","31/12/1969","Large",11,"30-Jun",,,,,,,"Y",,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11005151771,"Braemar College Limited",,"Business","1499 MOUNT MACEDON ROAD",,,"WOODEND","VIC",3442,"Australia","www.braemar.vic.edu.au","03/12/2012","01/01/1976","Large",12,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11005583960,"Odyssey House Victoria",,"Business","660 Bridge Rd",,,"Richmond","Victoria",3121,"Australia","www.odyssey.org.au/","03/12/2012","01/01/1979","Large",13,"30-Jun",,,,,,,"Y",,,"Y",,,,,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11007434362,"Alphington Grammar School",,"Business","18 Old Heidelberg Road",,,"ALPHINGTON","VIC",3078,"Australia","www.alphington.vic.edu.au","03/03/2014","25/06/1990","Large",15,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,"Y",,,,,,,,,,,,"Y",,,"Y",,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11008484197,"Australian Institute Of Company Directors",,"Business","18-32 Jamison St",,,"Sydney","New South Wales",2000,"Australia","www.companydirectors.com.au/","03/12/2012","01/01/1990","Large",14,"30-Jun",,,,,,,,,"ARE, FJI, HKG, SGP",,,,,"Y",,,,,,,,,,"Y","Y","Y",,"Y",,,,"Y",,,"Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11037728335,"Mitchell House Inc",,"Business","127 Vary St",,,"Morwell","Victoria",3840,"Australia",,"03/12/2012","01/01/1972","Large",7,"30-Jun",,,,,,,"Y",,,"Y",,,,,,,,,,,,,,,,"Y",,,,,"Y","Y",,,"Y","Y",,"Y",,,"Y","Y",,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11038579170,"Medi Aid Centre Foundation Ltd",,"Business",,,,,,,,"www.mediaid.org.au","03/12/2012","01/01/1973","Large",12,"30-Jun",,"Y",,,,,,,,"Y",,,,,,,,,,,,"Y",,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11062802797,"Community Housing Limited",,"Business","19-23 Prospect Street",,,"BOX HILL","VIC",3128,"AUSTRALIA","www.chl.org.au","03/12/2012","15/12/1993","Large",8,"30-Jun",,"Y",,"Y","Y","Y","Y","Y","CHL, IDN, IND, PER, PNG, RWA, TLS","Y",,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11069533482,"Anglican Deaconess Ministries Limited","Mary Andrews College","Business",,,,,,,"Australia","www.deaconessministries.org.au","03/12/2012","01/01/1996","Large",13,"30-Jun",,"Y","Y",,,,,,,,,,,,,,,,,,"Y",,,"Y",,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11083080403,"Volunteer Fire Brigades Victoria Inc",,"Business","Se 9 24 Lakeside Dr",,,"Burwood East","Victoria",3151,"Australia","www.vfbv.com.au","03/12/2012","01/01/2008","Large",13,"30-Jun",,,,,,,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11088359577,"Living Valley Springs Limited",,"Business","15 Sheppersons Lane",,,"Kin Kin","Queensland",4571,"Australia","www.livingvalley.com.au","03/12/2012","01/01/1999","Large",7,"30-Jun",,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,"Y","Y",,,,,,,"Y",,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11098903558,"Bankstown Community Resource Group Inc.",,"Business",,,,,,,,"www.bcrg.org.au","01/10/2013","11/03/1987","Large",8,"30-Jun",,"Y",,,,,,,,,,,,,,,,,,,,"Y",,"Y","Y","Y","Y",,"Y","Y","Y",,"Y","Y","Y",,"Y",,"Y",,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11099754393,"Toora Women Incorporated",,"Business","PO BOX 4038",,,"Weston Creek","ACT",2611,"Australia","toora.org.au","03/12/2012","01/01/1982","Large",6,"30-Jun","Y",,,,,,,,,"Y",,,,,,,,,,,,"Y",,"Y",,,,,,"Y","Y","Y",,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11102379386,"yourtown",,"Business","5 Cordova Street",,,"Milton","QLD",4064,"Australia","yourtown.com.au","03/12/2012","31/12/1960","Large",9,"30-Jun",,"Y",,,,,,,,"Y",,,,,,,,,,,,"Y",,,,,"Y",,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11106906423,"Seventh-Day Adventist Schools (Victoria) Limited",,"Business","Locked Bag 2014",,,"Wahroonga","NSW",2076,,,"03/12/2012","01/01/2003","Large",11,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11109853278,"Carrington Centennial Care Limited",,"Business","90 Werombi Road",,,"Camden","NSW",2570,"AUSTRALIA","https://carringtoncare.com.au/","03/12/2012","01/01/2004","Large",11,"30-Jun",,"Y",,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11114688541,"Australian Business And Community Network Limited",,"Business",,,,,,,,"www.abcn.com.au","03/12/2012","01/01/2005","Large",9,"30-Jun",,,,,,,,,,"Y",,,,"Y",,,,,,,,"Y",,"Y",,,"Y",,,"Y",,,"Y",,,,"Y",,,,,,,"Y",,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11116314562,"Aboriginal & Torres Strait Islander Legal Service (Qld) Ltd",,"Business","Dairymens Building",,,"Brisbane City","Queensland",4000,"Australia","http://www.atsils.org.au","03/12/2012","01/01/2005","Large",12,"30-Jun",,,,"Y",,,,,,"Y",,,,,,,,,,,,,,"Y","Y","Y","Y",,,"Y","Y","Y","Y",,,"Y",,,,"Y",,"Y","Y","Y","Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124211565,"Youth Futures Ltd",,"Business","U 1 70 Davidson Tce",,,"Joondalup","Western Australia",6027,"Australia","http://youthfutureswa.com.au","03/12/2012","01/01/1987","Large",8,"31-Dec",,,,,,,,"Y",,,,,,,,,,,,,,,,,"Y",,,,,,,,"Y",,,,,,,"Y",,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11129013305,"Nafsika Stamoulis Hellenic Museum Limited","Hellenic Museum","Business","280 William St",,,"Melbourne","Victoria",3000,"Australia","www.hellenic.org.au","03/12/2012","01/01/2007","Large",9,"30-Jun",,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11129790467,"Doxa Community Club Incorporated",,"Business","Ground Floor, Suite 2, 355 Spencer Street",,,"West Melbourne","VIC",3003,"Australia","https://www.doxaclub.com.au","03/12/2012","01/01/1992","Large",8,"30-Jun",,,,,,,"Y",,,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11131047268,"MAS National Limited",,"Business","192-198 High Street",,,"Northcote","VIC",3070,"Australia","www.masnational.com.au","03/12/2012","12/05/2008","Large",8,"30-Jun",,"Y",,"Y","Y","Y","Y","Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11146359104,"Plumbing Industry Climate Action Centre (Picac) Ltd",,"Business",,,,,,,,,"03/12/2012","01/01/2010","Large",13,"30-Jun",,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11146804668,"Carbon Market Institute Limited",,"Business",,,,,,,,"www.carbonmarketinstitute.org","03/12/2012","01/01/2010","Large",10,"30-Jun",,,,,,,,,,,,,,,,,,,,,,,,,"Y","Y","Y",,,,"Y",,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157291960,"Visability Limited",,"Business","61 Kitchener Ave",,,"Victoria Park","Western Australia",6100,"Australia","https://www.visability.com.au","03/12/2012","01/01/1977","Large",12,"30-Jun",,,,,,"Y",,"Y",,"Y",,,,,"Y",,,,"Y",,,,,,"Y","Y","Y",,"Y",,,,,,"Y",,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11167192752,"Olivia Newton-John Cancer Research Institute",,"Business","Level 5, ONJ Centre","145 Studley Road",,"Heidelberg","VIC",3084,"Australia","www.onjcri.org.au","11/12/2013","11/12/2013","Large",9,"31-Dec",,,,,,,"Y",,,,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11168089870,"Change Futures Ltd",,"Business","71 Khartoum St",,,"Gordon Park","Queensland",4031,"Australia","www.changefutures.org.au","10/12/2014","18/02/2014","Large",4,"30-Jun",,"Y",,"Y",,,,,,"Y",,,,"Y","Y",,,,,,,,,"Y","Y","Y","Y",,"Y","Y","Y","Y","Y","Y",,"Y","Y",,,"Y","Y","Y",,"Y","Y","Y","Y","Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11214967027,"St Gabriels School For Hearing Impaired Children",,"Business","190 Old Northern Rd",,,"CASTLE HILL","NSW",2154,"Australia",,"03/12/2012","31/12/1921","Large",4,"31-Dec",,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,"Y",,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11216142170,"UCA - Unitingcare St Matthews Preschool",,"Business","Corner Rose and Edgar Streets",,,"Baulkham Hills","NSW",2153,"Australia","http://stmatthewsps.net.au/","03/12/2012","01/01/1976","Large",11,"30-Jun",,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,,,,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11216371524,"Intellectual Disability Rights Service Inc",,"Business","L 2 Se 204 370 Pitt St",,,"Sydney","New South Wales",2000,"Australia","http://www.idrs.org.au","03/12/2012","01/01/1995","Large",9,"30-Jun",,"Y",,,,,,,,"Y",,,,,,,,,,,,,,"Y","Y","Y","Y",,"Y","Y","Y","Y",,,,"Y",,,,,,"Y",,"Y",,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11227328793,"The Trustee For Documentary Australia Foundation",,"Business","52 Victoria St",,,"Paddington","New South Wales",2021,"Australia","www.documentaryaustralia.com.au","03/12/2012","01/01/2007","Large",13,"30-Jun","Y","Y","Y","Y","Y","Y","Y","Y",,,,,"Y",,,,"Y","Y","Y","Y",,"Y",,"Y","Y","Y",,,,"Y",,"Y","Y","Y","Y","Y","Y",,"Y",,"Y","Y",,"Y",,"Y","Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11237942413,"St Mary's Parish School Inglewood",,"Business","87 Southey Street",,,"Inglewood","VIC",3517,,,"03/12/2012","31/12/1926","Large",5,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11244559772,"Combined Pensioners & Superannuants Association Of NSW Incorporated",,"Business","L 3 17-21 Macquarie St",,,"Parramatta","New South Wales",2150,"Australia","www.cpsa.org.au","03/12/2012","31/12/1930","Large",14,"30-Jun",,"Y",,"Y",,,,,,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11262640922,"The Corporation of the Synod of the Diocese of Brisbane - St Luke's Anglican School",,"Business","4 Mezger St",,,"Kalkie","Queensland",4670,"Australia","www.stlukes.qld.edu.au","03/12/2012","01/01/1993","Large",17,"31-Dec",,,,"Y",,,,,,,,,,"Y",,,,,,,,,,"Y",,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11274192974,"University Of Melbourne Graduate Student Association Inc",,"Business","190 Grattan Street",,,"Parkville","VIC",3010,"Australia","https://gsa.unimelb.edu.au/","03/12/2012","01/01/1994","Large",14,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,,,,"Y","Y",,,,,"Y","Y","Y","Y","Y","Y","Y","Y","Y",,"Y",,,,,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11279735826,"Korean Central Presbyterian Church Incorporated",,"Business",,,,,"NSW",,"Australia",,"03/12/2012","01/01/1981","Large",8,"30-Jun",,"Y",,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11285076458,"The Dodge Family Foundation",,"Business","80-82 River St",,,"South Yarra","Victoria",3141,"Australia",,"11/04/2018","11/04/2018","Large",6,"30-Jun",,,,,,,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,,"Y",,"Y",,"Y",,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11296752873,"St Kilda Mums",,"Business","14 Winterton Rd",,,"Clayton","Victoria",3168,"Australia","https://www.stkildamums.org","03/12/2012","01/01/2009","Large",7,"30-Jun",,,,,,,"Y",,,"Y",,,,,,,"Y",,"Y",,,"Y","Y",,,,"Y",,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11300386527,"St Vincent De Paul Society (NT) Inc",,"Business",,,,,,,,"vinnies.org.au","03/12/2012","31/12/1948","Large",9,"30-Jun",,,"Y",,,,,,,"Y",,,,,,,,,"Y",,,,,"Y","Y","Y","Y",,"Y","Y","Y","Y","Y","Y",,"Y","Y",,,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11317538056,"St Anthony's Catholic School",,"Business","PO Box 102",,,"North Hobart","TAS",7002,,,"03/12/2012","31/12/1958","Large",30,"31-Dec",,,,,,"Y",,,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11326005224,"Mental Health Association NSW Ltd",,"Business","Suite 2.02 33-35 Saunders Street",,,"Pyrmont","New South Wales",2009,"Australia","www.wayahead.org.au","03/12/2012","01/01/1987","Large",10,"30-Jun",,"Y",,,,,,,,"Y",,,,,,,,,,,,,,,"Y","Y","Y","Y",,,,"Y",,,"Y","Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11328366859,"The Gwen & Edna Jones Foundation",,"Business","199 Koroit Street",,,"WARRNAMBOOL","VIC",3280,"Australia",,"03/12/2012","01/01/1991","Large",6,"30-Jun",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11339249064,"Walgett Local Aboriginal Land Council",,"Business","87 Fox St",,,"Walgett","New South Wales",2832,"Australia",,"03/12/2012","01/01/1983","Large",11,"30-Jun",,"Y",,,,,,,,"Y",,,"Y",,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11345673368,"The Goldfields Indigenous Housing Organ Inc.",,"Business","120 Egan St",,,"Kalgoorlie","Western Australia",6430,"Australia","http://giho.org.au/","03/12/2012","01/01/2002","Large",6,"30-Jun",,,,,,,,"Y",,"Y",,,,,,,,,,,,"Y","Y","Y","Y","Y","Y",,"Y",,,"Y",,"Y",,"Y",,,,"Y",,"Y","Y",,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11355603083,"St Mary Mackillop Kindergartens",,"Business","2 Gardenia Ave",,,"Kirwan","Qld",4817,,"www.earlylearning.tsv.catholic.edu.au","03/12/2012","01/01/2012","Large",5,"31-Dec",,,,"Y",,,,,,,,,,"Y",,,,,,,,,,"Y",,,,,"Y","Y",,,,"Y",,,"Y",,,,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11358382701,"Melaleuca Home For The Aged Inc",,"Business","71-73 Mary St",,,"East Devonport","Tasmania",7310,"Australia","www.melaleucacare.org.au","03/12/2012","01/01/1977","Large",12,"30-Jun",,,,,,"Y",,,,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11365315258,"Community Information & Support Victoria Inc",,"Business","L 9 Se 907 343 Little Collins St",,,"Melbourne","Victoria",3000,"Australia","www.cisvic.org.au","03/12/2012","31/12/1969","Large",4,"30-Jun",,,,,,,"Y",,,"Y",,,,,,"Y",,,"Y",,,"Y",,,"Y","Y",,,,,"Y",,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370084009,"Immanuel Lutheran School Gawler Association Incorporated",,"Business","11 Lyndoch Road",,,"Gawler East","SA",5118,"Australia","http://www.ilsg.sa.edu.au","03/12/2012","01/01/1985","Large",5,"31-Dec",,,,,"Y",,,,,,,,,"Y",,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11374693055,"Diabetes Association Of The Nt Inc",,"Business",,,,,,,,"www.healthylivingnt.org.au","03/12/2012","01/01/1980","Large",9,"30-Jun",,,"Y",,,,,,,"Y",,,,,"Y",,,,,,,,,"Y","Y","Y","Y",,"Y","Y","Y","Y",,"Y","Y","Y","Y","Y",,,"Y","Y",,"Y","Y","Y",,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11397137539,"Animal Welfare League Of South Australia Inc",,"Business","1-19 Cormack Rd",,,"Wingfield","South Australia",5013,"Australia","awl.org.au","03/12/2012","31/12/1963","Large",14,"30-Jun",,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11400505189,"South Eastern Nursing & Home Care Assn Inc","South Eastern Community Care","Business","12 Somerville St",,,"Sorell","Tasmania",7172,"Australia","www.secommunitycare.com.au","03/12/2012","31/12/1969","Large",9,"30-Jun",,,,,,"Y",,,,"Y",,,,,"Y",,,,,,,,,,"Y","Y",,,,,,,,,,,,,,,,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11434864088,"Woolgoolga Surf Life Saving Club Inc.",,"Business","1 Ocean Street",,,"Woolgoolga","NSW",2456,"Australia","http://www.woolgoolgaslsc.com","03/12/2012","31/12/1931","Large",4,"30-Apr",,"Y",,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11435026358,"The Trustees Of The Hospitaller Order Of St John Of God",,"Business",,,,,,,,"https://mail.oh.org.au","03/12/2012","31/12/1946","Large",6,"30-Jun",,,,,,,,,,,,,,,,,,,,,"Y",,,,,"Y",,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11456974518,"The Synod Of The Diocese Of The Murray Of The Anglican Church Of Australia Inc",,"Business","Po Box 394",,,"Murray Bridge","South Australia",5253,"Australia","www.murray.anglican.org","03/12/2012","31/12/1969","Large",17,"31-Dec",,,,,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11472625252,"Simonds Catholic College West Melbourne",,"Business","273 Victoria Street",,,"WEST MELBOURNE","VIC",3003,,,"03/12/2012","01/01/1996","Large",7,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11499648774,"Australian National University Pre School & Child Care Centre",,"Business","75 Lennox Crsg",,,"Acton","Australian Capital Territory",2601,"Australia","www.upccc.com.au","03/12/2012","01/01/1972","Large",21,"31-Dec","Y",,,,,,,,,,,,,"Y",,,,,,,,"Y",,,,,,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11504332761,"St Brendans Catholic Primary School Lake Munmorah",,"Business","PO BOX 967",,,"Pennant Hills","NSW",1715,,,"03/12/2012","01/01/1986","Large",6,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,"Y",,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11507709511,"Northern District Community Health",,"Business","24 Fitzroy Street",,,"Kerang","VIC",3579,"Australia","http://www.ndch.org.au","03/12/2012","01/01/1989","Large",9,"30-Jun",,,,,,,"Y",,,,"Y",,"Y",,"Y",,,,,"Y",,"Y",,"Y","Y","Y","Y",,"Y","Y","Y","Y","Y","Y",,"Y","Y",,,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11514282731,"Community Lifestyle Support Ltd",,"Business",,,,,,,,"www.communitylsinc.com.au","03/12/2012","01/01/1991","Large",8,"30-Jun",,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
