"ABN","Charity_Legal_Name","Other_Organisation_Names","Address_Type","Address_Line_1","Address_Line_2","Address_Line_3","Town_City","State","Postcode","Country","Charity_Website","Registration_Date","Date_Organisation_Established","Charity_Size","Number_of_Responsible_Persons","Financial_Year_End","Operates_in_ACT","Operates_in_NSW","Operates_in_NT","Operates_in_QLD","Operates_in_SA","Operates_in_TAS","Operates_in_VIC","Operates_in_WA","Operating_Countries","PBI","HPC","Preventing_or_relieving_suffering_of_animals","Advancing_Culture","Advancing_Education","Advancing_Health","Promote_or_oppose_a_change_to_law__government_poll_or_prac","Advancing_natual_environment","Promoting_or_protecting_human_rights","Purposes_beneficial_to_ther_general_public_and_other_analogous","Promoting_reconciliation__mutual_respect_and_tolerance","Advancing_Religion","Advancing_social_or_public_welfare","Advancing_security_or_safety_of_Australia_or_Australian_public","Aboriginal_or_TSI","Adults","Aged_Persons","Children","Communities_Overseas","Early_Childhood","Ethnic_Groups","Families","Females","Financially_Disadvantaged","Gay_Lesbian_Bisexual","General_Community_in_Australia","Males","Migrants_Refugees_or_Asylum_Seekers","Other_Beneficiaries","Other_Charities","People_at_risk_of_homelessness","People_with_Chronic_Illness","People_with_Disabilities","Pre_Post_Release_Offenders","Rural_Regional_Remote_Communities","Unemployed_Person","Veterans_or_their_families","Victims_of_crime","Victims_of_Disasters","Youth","Income","Person 1","Person 2","Person 3","Person 4","Person 5","Person 6","Person 7","Person 8","Person 9","Person 10","Person 11","Person 12","Person 13","Person 14","Person 15","Person 16","Person 17","Person 18","Person 19","Person 20","Person 21","Person 22","Person 23","Person 24","Person 25","Person 26","Person 27","Person 28","Person 29","Person 30"
43946237817,"St George Preca Catholic Primary School",,"Business","22-48 Lancefield Drive",,,"CAROLINE SPRINGS","VIC",3023,,,"03/12/2012","04/02/2009","Large",5,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43953837491,"The Trustee For The Salvation Army (Nt) General Work",,"Business",,,,,,,,,"03/12/2012","01/01/2009","Large",11,"30-Jun",,,"Y",,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43974264930,"Trinity Lutheran College",,"Business","Holy Trinity Lutheran School",,,"Mildura","Victoria",3500,"Australia","https://www.tlc.vic.edu.au","03/12/2012","01/01/1982","Large",9,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,,,,,,,"Y",,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43977688157,"Riverlink Disabilty Services Ltd",,"Business",,,,,,,,"www.riverlink.org.au","03/12/2012","01/01/1988","Large",8,"30-Jun",,"Y",,,,,,,,"Y",,,,,,,,,,,,"Y",,,,,"Y",,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44000049329,"Emanuel Synagogue",,"Business","7 Ocean St",,,"Woollahra","NSW",2025,"AUSTRALIA",,"03/12/2012","31/12/1937","Large",11,"31-Dec",,"Y",,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44001171115,"Gastroenterological Society Of Australia",,"Business","L 1 Se 101 517 Flinders Lane",,,"Melbourne","Victoria",3000,"Australia","http://www.gesa.org.au","03/12/2012","01/01/1976","Large",13,"31-Dec","Y","Y","Y","Y","Y","Y","Y","Y",,,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44001427587,"Mosman Church Of England Preparatory School Limited",,"Business","Mosman Prep School",,,"Mosman","New South Wales",2088,"Australia","http://www.mosmanprep.nsw.edu.au","03/12/2012","01/01/1977","Large",8,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44002401569,"Inner Sydney Montessori Association",,"Business","44 Smith St",,,"Rozelle","New South Wales",2039,"Australia","https://www.isms.nsw.edu.au/","03/12/2012","01/01/1982","Large",14,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,,,"Y",,"Y",,,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44002611905,"Lutheran Church Of Australia Queensland District",,"Business","Po Box 325",,,"Biloela","Queensland",4715,"Australia","www.redeemer.qld.edu.au","03/12/2012","01/01/1978","Large",6,"31-Dec",,,,"Y",,,,,,,,,,"Y",,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44003474468,"Western Sydney University Enterprises Pty Limited",,"Business","Po Box 224",,,"Quakers Hill","New South Wales",2763,"Australia","https://www.westernsydney.edu.au/future/study/application-pathways/the-college.html","03/12/2012","01/01/1991","Large",12,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,,,,"Y","Y",,,,,"Y",,"Y","Y","Y","Y","Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44004584552,"Yarra Valley Grammar",,"Business","Yarra Valley Grammar",,,"Ringwood","Victoria",3134,"Australia","www.yvg.vic.edu.au","03/12/2012","31/12/1965","Large",9,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44005474742,"Triple R Broadcasters Limited",,"Business","221 Nicholson St",,,"Brunswick East","Victoria",3057,"Australia","www.rrr.org.au","03/12/2012","01/01/1976","Large",14,"30-Jun",,,,,,,"Y",,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44006411016,"Sophia Mundi Limited",,"Business","PO Box 184",,,"Abbotsford","VIC",3067,"Australia","www.sophiamundi.vic.edu.au","03/12/2012","01/01/1985","Large",6,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,"Y",,,,"Y",,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44007374629,"Maryvale Private Hospital Proprietary Limited",,"Business","Maryvale Private Hospital",,,"Morwell","Victoria",3840,"Australia","www.maryvaleph.com.au","03/12/2012",,"Large",9,"30-Jun",,,,,,,"Y",,,"Y",,,,,,,,,,,,,,"Y","Y","Y","Y",,,,,"Y",,,,"Y",,,,,,,,"Y",,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44014623276,"THE TRUSTEE FOR UQ ENDOWMENT FUND",,"Business","115 Haig Rd",,,"Auchenflower","Queensland",4066,"Australia","http://www.uqef.com.au","01/01/2014","01/01/2010","Large",7,"30-Jun",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44049110657,"John Paul II Catholic Primary School",,"Business","PO Box 102",,,"North Hobart","TAS",7002,,,"03/12/2012",,"Large",30,"31-Dec",,,,,,"Y",,,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44053416261,"Boorowa Hostel Incorporated",,"Business",,,,,,,,"www.burrowahouse.com","03/12/2012","01/08/1993","Large",4,"30-Jun",,,,,,,,,,"Y",,,,,,,,,,,,"Y",,,,"Y",,,,,,,,,,,,,,"Y",,,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44054078754,"Equip Church International Inc",,"Business",,,,,,,,,"03/12/2012","31/12/1966","Large",13,"30-Jun",,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44054606987,"Mater Dei",,"Business","229 Macquarie Grove Rd",,,"Cobbitty","New South Wales",2570,"Australia","www.materdei.org.au","03/12/2012","01/01/1992","Large",10,"31-Dec","Y","Y",,,,,,,,"Y",,,,,,,,,,,"Y",,,"Y",,,"Y",,"Y",,,,,,,,,,,,,"Y",,"Y",,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44055123692,"Lutheran Church Of Australia Victorian District",,"Business","755 Station St",,,"Box Hill","Victoria",3128,"Australia","vic.lca.org.au","03/12/2012","31/12/1965","Large",13,"31-Dec",,,,,,"Y","Y",,,,,,,,,,,,,,"Y",,,,,"Y",,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44055764488,"Queensland Farmers' Federation Ltd","QFF, Queensland Farmers","Business","Level 3","183 North Quay",,"Brisbane","QLD",4000,"Australia","www.qff.org.au","01/07/2016","03/11/1992","Large",10,"30-Jun",,,,"Y",,,,,,,,,,,,,,,"Y",,,,,,"Y",,,,,"Y",,,,,,,,,,,,,,"Y",,,,"Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44055920306,"Oak Tasmania",,"Business","175 Collins St",,,"Hobart","Tasmania",7000,"Australia","www.possability.com.au","03/12/2012","01/01/1992","Large",13,"30-Jun",,,,,,"Y","Y",,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44058164891,"Catholic Ladies College Limited",,"Business","Catholic Ladies College",,,"Eltham","Victoria",3095,"Australia","clc.vic.edu.au","03/12/2012","31/12/1901","Large",12,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,,,,"Y",,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44064470487,"North Queensland Women's Legal Service Inc",,"Business","G 42-50 Sturt St",,,"Townsville City","Queensland",4810,"Australia","www.nqwls.com.au","03/12/2012","01/01/1996","Large",3,"30-Jun",,,,"Y",,,,,,"Y",,,,,,,,,,,,,,"Y","Y","Y","Y",,"Y","Y","Y","Y","Y","Y",,,"Y",,,"Y",,"Y","Y","Y","Y","Y","Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44068833461,"The Rainbow Childrens Centre Inc",,"Business","4 John Sharpe St",,,"East Ballina","New South Wales",2478,"Australia","rainbow.nsw.edu.au","03/12/2012","01/01/1986","Large",5,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,,,,"Y",,,"Y",,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44077036115,"Cronulla Preschool Kindergarten Incorporated",,"Business","120 Nicholson Pde",,,"Cronulla","New South Wales",2230,"Australia","cronullapreschool.com.au","03/12/2012","01/01/1993","Large",6,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,,,,"Y",,,,,"Y",,"Y","Y","Y",,"Y","Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44087648977,"Latvian Friendly Society Ltd",,"Business","60 Fraser Cr",,,"Wantirna South","VIC",3152,"AUSTRALIA",,"03/12/2012","01/01/1974","Large",10,"30-Jun",,,,,,,"Y",,,,,,,,,,,,,,,"Y",,,,"Y",,,,"Y",,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44088912065,"ASX Refinitiv Charity Foundation",,"Business","L 10 60 Margaret St",,,"Sydney","New South Wales",2000,"Australia","www.asxrefinitivcharity.com.au","03/12/2012","01/01/1999","Large",10,"31-Mar",,"Y",,,,,,,,,,,,,,,,,"Y",,,,,,,,"Y",,,,,,,,,,,,"Y",,"Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44094272440,"Tatachilla Lutheran College Assoc Inc",,"Business","211 Tatachilla Rd",,,"Tatachilla","South Australia",5171,"Australia","tatachilla.sa.edu.au","03/12/2012","01/01/1994","Large",4,"31-Dec",,,,,"Y",,,,,,,,,"Y",,,,,,,,,,"Y",,,"Y",,"Y",,"Y",,,,"Y",,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44103681572,"Independent Living Centre NSW",,"Business","4019 Westpoint","17 Patrick St",,"Blacktown",,2148,"Australia","www.at-aust.org","03/12/2012","01/01/2003","Large",7,"30-Jun",,,,,,,,,,"Y",,,,,,,,,,,,"Y",,"Y","Y","Y","Y","Y","Y","Y","Y",,,"Y","Y",,"Y",,"Y",,"Y","Y",,"Y",,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44104195922,"Seventh-Day Adventist Aged Care (South Queensland) Ltd",,"Business",,,,,,,,,"03/12/2012","01/01/2003","Large",14,"30-Jun",,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44113484160,"Motor Neurone Disease Assn Of Victoria",,"Business","265-267 Canterbury Rd",,,"Canterbury","Victoria",3126,"Australia","www.mnd.asn.au","03/12/2012","01/01/1981","Large",14,"30-Jun",,,,,,"Y","Y",,,"Y",,,,,,,,,,,,"Y",,,"Y","Y",,,,,"Y",,,,,,,,,,"Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44120687149,"Australian Human Resources Institute Limited",,"Business","L 4 575 Bourke St",,,"Melbourne","Victoria",3000,"Australia","www.ahri.com.au","03/12/2012","01/01/2006","Large",9,"31-Dec","Y","Y","Y","Y","Y","Y","Y","Y","NZL",,,,,"Y",,,,,,,,,,,,,,,,"Y",,,"Y","Y","Y",,,,,,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44121436162,"The RSL Care WA Retirement And Aged Care Association Incorporated",,"Business","51 Alexander Drive","Western Australia",,"Menora","WA",6153,"Australia","www.acacialiving.com.au","03/12/2012","01/01/2002","Large",8,"30-Jun",,,,,,,,"Y",,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44127774298,"Afic Schools (Victoria) Limited",,"Business","83 Wootten Rd",,,"Tarneit","Victoria",3029,"Australia","www.icom.vic.edu.au","03/12/2012","01/01/2010","Large",9,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44134595681,"SCHOOL FOR LIFE FOUNDATION AUSTRALIA LIMITED",,"Business","Suite 11, Level 2","20 Clarke Street",,"Crows Nest","NSW",2065,"Australia","www.schoolforlife.org.au","03/12/2012",,"Large",11,"30-Jun",,,,,,,,,"UGA","Y",,,,"Y","Y",,,,,,,"Y",,,,,"Y","Y","Y",,,,"Y",,,,,,,,,,,"Y",,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44135350498,"The Diocese Of Wagga Wagga As Trustee For St Patricks Parish School Albury",,"Business","PO Box 1012",,,"Wagga Wagga","NSW",2650,,,"03/12/2012","31/12/1916","Large",5,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,,,,"Y",,,"Y",,"Y","Y","Y",,"Y",,,,"Y",,,,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44135430705,"Ports Australia",,"Business",,,,,,,,"portsaustralia.com.au","01/07/2017","31/03/1916","Large",16,"30-Jun",,,,,,,,,,,,,,,,"Y",,,"Y",,,,,,,,,,,,,,,,"Y",,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44141403634,"Access Services For Koories Ltd.","First Peoples Health and Wellbeing","Business","317-319 High St",,,"Thomastown","Victoria",3074,"Australia","https://www.firstpeopleshealthandwellbeing.org.au","03/12/2012","01/01/2010","Large",4,"30-Jun",,,,,,,"Y",,,"Y",,,,,"Y",,,,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44142923653,"The Conversation Media Group Limited",,"Business","L 1 715 Swanston St",,,"Carlton","Victoria",3053,"Australia","theconversation.edu.au","03/12/2012","01/01/2010","Large",15,"30-Jun",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,"Y",,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44143905373,"Lutheran Education Australia Limited",,"Business","197 Archer St",,,"North Adelaide","South Australia",5006,"Australia","www.lutheran.edu.au","03/12/2012","01/01/2010","Large",10,"31-Dec",,"Y","Y","Y","Y","Y","Y","Y",,,,,,"Y",,,,,,,,,,"Y",,,"Y",,"Y",,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44147431627,"Bethany Lutheran Primary School",,"Business","Bethany Lutheran Primary Sch",,,"Raceview","Queensland",4305,"Australia","http://www.bethany.qld.edu.au","03/12/2012","01/01/1982","Large",7,"31-Dec",,,,"Y",,,,,,,,,,"Y",,,,,,,,,,"Y",,,"Y",,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44147913200,"Auto Skills Australia Ltd",,"Business","Level 2, 251","Queensberry Street",,"Melbourne","VIC",3053,"AUSTRALIA","www.autoskillsaustralia.com.au","03/12/2012","01/01/2010","Large",6,"30-Jun","Y","Y","Y","Y","Y","Y","Y","Y",,,,,,"Y",,,,,,,,,,,"Y",,,,,"Y",,,,,"Y",,,"Y",,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44157769899,"Good Shepherd Parish School",,"Business","30 Academy Avenue",,,"WHEELERS HILL","VIC",3150,,,"03/12/2012","31/12/1969","Large",5,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44161310130,"Glow Church",,"Business","10 Energy Cct",,,"Robina","Queensland",4226,"Australia","www.glowchurch.com.au","03/12/2012","01/01/2012","Large",8,"31-Dec",,"Y",,"Y",,,,,,,,,,,,,,,,,"Y",,,"Y","Y","Y","Y",,"Y","Y","Y","Y","Y",,"Y","Y",,,,"Y",,,"Y",,"Y","Y","Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44201747656,"Community Living & Respite Services Inc",,"Business","26 Percy St",,,"Echuca","Victoria",3564,"Australia","www.clrs.org.au","03/12/2012","01/01/1979","Large",9,"30-Jun",,"Y",,,,,"Y",,,"Y",,,,,,,,,,,,"Y",,,"Y","Y","Y",,"Y",,,"Y",,,,"Y",,,,,,"Y",,,,"Y",,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44202237906,"Extended Community Help Organisation","ECHO Community Services","Business","72 Toowong St",,,"Bayswater","Western Australia",6053,"Australia","www.echocommunity.org.au/","03/12/2012","01/01/1983","Large",10,"30-Jun",,,,,,,,"Y",,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44243521204,"St James Catholic School",,"Business","60 Nar Nar Goon Rd",,,"NAR NAR GOON","VIC",3812,,"www.stjamesnng.catholic.edu.au","03/12/2012","01/01/1977","Large",11,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44263743151,"Aboriginal Medical Service Co Op Ltd",,"Business",,,,,,,,,"03/12/2012","01/01/1972","Large",10,"30-Jun",,"Y",,,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44335130648,"St John's Grammar School Inc",,"Business","St John's Grammar School",,,"Belair","South Australia",5052,"Australia","http://stjohns.sa.edu.au","03/12/2012","31/12/1957","Large",12,"31-Dec",,,,,"Y",,,,,,,,,"Y",,,,,,,,,,"Y",,,"Y",,"Y","Y","Y",,,,,,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44351654945,"Aged Care Monto Inc.",,"Business","32 Stuart St",,,"Monto","Queensland",4630,"Australia","www.agedcaremontoinc","03/12/2012","01/01/1991","Large",7,"30-Jun",,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,"Y",,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44388524321,"Sale Elderly Citizens Village Incorporated",,"Business","20 Bergen Cres",,,"Sale","Victoria",3850,"Australia","www.secvinc.com.au","03/12/2012","01/01/1976","Large",12,"30-Jun",,,,,,,"Y",,,"Y",,,,,"Y",,,,,,,,,,,"Y",,,,,,,,,,,,,,,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44390303534,"SAVE AFRICAN RHINO FOUNDATION INC",,"Business","229 Oxford St",,,"Leederville","Western Australia",6007,"Australia","www.savefoundation.org.au","01/04/2018","01/09/1987","Large",9,"31-Mar",,,,,,,,"Y","NAM, VNM, ZAF, ZWE",,,,,,,,"Y",,,,,,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44433608931,"Broome Community Information, Resource Centre and Learning Exchange Incorporated",,"Business","27 Frederick St",,,"Broome","Western Australia",6725,"Australia","www.broomecircle.org.au","10/11/2016","04/02/1988","Large",7,"30-Jun",,,,,,,,"Y",,"Y",,,,,,,,,,,,"Y",,"Y","Y",,"Y",,"Y","Y","Y","Y","Y","Y",,"Y",,,,"Y",,"Y",,"Y","Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44440882245,"BOX HILL RSL SUB-BRANCH  PATRIOTIC FUND",,"Business","ANZAC House 4 Collins Street",,,"MELBOURNE","VIC",3000,,,"03/12/2012","31/12/1919","Large",15,"31-Dec",,,,,,,"Y",,,,,,,,"Y",,,,,,,"Y","Y",,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44452203318,"Open Arms Care Incorporated",,"Business","Po Box 70",,,"Urunga","New South Wales",2455,"Australia","www.openarms.org.au","03/12/2012","01/01/1997","Large",8,"30-Jun",,"Y",,,,,,,,"Y",,,,,,,,,,,,"Y",,,,"Y","Y",,"Y",,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44488369014,"Clarence Valley Conservatorium Inc",,"Business","Po Box 350",,,"Grafton","New South Wales",2460,"Australia","www.cvcon.com.au","03/12/2012","01/01/1997","Large",10,"30-Jun",,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,"Y","Y","Y",,"Y","Y",,,,,"Y",,,,,,,,,"Y",,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44540191523,"Catholic Parish Of Our Lady Of Sorrows Kyogle - St Brigids Primary Kyogle",,"Business","PO Box 158",,,"Lismore","NSW",2480,,,"03/12/2012","31/12/1912","Large",4,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44551144230,"Women's Legal Service WA Inc.",,"Business","L 1 445 Hay St",,,"Perth","Western Australia",6000,"Australia","www.wlswa.org.au","03/12/2012","01/01/2002","Large",5,"30-Jun",,,,,,,,"Y",,"Y",,,,,,,,,"Y",,,,,"Y","Y","Y",,,,"Y","Y","Y","Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44552934060,"Araluen Botanic Park Foundation Inc",,"Business","362 Croyden Rd",,,"Roleystone","Western Australia",6111,"Australia","www.araluenbotanicpark.com.au","03/12/2012","01/01/1990","Large",3,"30-Jun",,,,,,,,"Y",,,,,"Y",,,,"Y",,,,,,,"Y","Y","Y","Y",,"Y","Y","Y","Y",,"Y",,"Y","Y",,,,,"Y",,"Y",,"Y",,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44556409073,"TRUSTEES OF THE ROMAN CATHOLIC CHURCH FOR THE ARCHDIOCESE OF CANBERRA AND GOULBURN AS TRUSTEES FOR MOTHER TERESA EARLY LEARNING CENTRE HARRISON",,"Business","St Christopher's Pastoral Centre"," 55 Franklin St",,"Forrest ","ACT",2603,,"https://cg.catholic.edu.au/","03/12/2012","01/01/2010","Large",4,"31-Dec","Y",,,,,,,,,,,,,"Y",,,,,,,"Y","Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44559788053,"St Marys Primary School Dandenong",,"Business","20 - 24 New Street",,,"DANDENONG","VIC",3175,,,"03/12/2012","31/12/1911","Large",4,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44568352340,"Catholiccare Social Services Hunter-Manning",,"Business","50 Crebert St",,,"Mayfield","New South Wales",2304,"Australia","www.catholiccare.org.au","03/12/2012","31/12/1959","Large",12,"30-Jun",,"Y",,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,"Y",,,,"Y","Y",,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44598947546,"Victoria Police Legacy Scheme Incorporated",,"Business","71 Drummond St",,,"Carlton","Victoria",3053,"Australia","www.policelegacyvic.org.au","03/12/2012","01/01/1980","Large",8,"30-Jun",,,,,,,"Y",,,"Y",,,,,,,,,,,,,,"Y","Y","Y","Y",,"Y","Y","Y","Y","Y","Y",,"Y","Y",,,"Y","Y","Y",,"Y","Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44611377881,"Mount Scopus Memorial College Early Learning Limited",,"Business",,,,,,,"Australia",,"17/07/2017","01/07/2017","Large",14,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44614474010,"Disaster Relief Australia",,"Business","299 Elizabeth St",,,"Sydney","New South Wales",2000,"Australia","http://www.disasterreliefaus.org","31/10/2016","26/08/2016","Large",6,"30-Jun","Y","Y",,"Y","Y",,"Y",,,"Y",,,,,,,,,,,,"Y",,,"Y",,,,,,,,,,"Y",,,,,,,,,,,"Y",,"Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
